content,score,label
gimana JKN saya berobat bln maret okey bulan Mei mo daftar susah mesti login lagi masukin NO NIK di jawab salah terus sdh 3x sedangkan berobat harus dftr online.. cik tulah jangan bikin pusing,3,netral
sesuai,5,positif
"buat daftar antrian kontrol gak bisa2,seringnya muncul tulisan kuota penuh atau data tidak tersimpan, kalau ikut daftar offline alamat tidak kebagian kuota,awal2 aja bisa buat daftar online, makin kesini makin susah dan gak bisa.",3,negatif
apk nya susah login. ribet tiap bln mesti ganti pasword. mau mudah malah jd susah.,1,negatif
"- Memang perlu,gerak cepat jamgan sampai keliru,setiap kesalahan OTP baru lagi. 🙏🙏🙏",5,positif
aAPLIKASI SAMPAH!!!,1,negatif
mudah cepat gk ribet.....,5,positif
Rasis,1,negatif
Aplikasi sekelas pemerintah selalu saja BUG/ERROR. Tolong pilih pegawai IT yang pintar dan kerja cepat. Gajinya tolong di sesuaikan. Masa dari dulu aplikasi pemerintah kok selalu nge Bug.,1,negatif
otp oh otp. susah banget. nomor mati. harusnya bisa lewat opsi lain misal email. tetap saja otp harus dr sms,1,negatif
Good,5,positif
pengurusan pengiriman data cek status pengiriman data masih belum jelas gak ada cs yang membantu,2,positif
"pengiriman kode otp susah. ini dari pagi nggak kekirim² kode otpnya padahal lagi butuh banget. bukannya ngirim kode otp seharusnya tidak selama ini? kode verifikasi email juga lama sekali, tidak masuk²",1,negatif
mantap sekali...sebagai masukan.agar lebih dioptimalkan lagi sistemnya.,5,positif
baik,3,positif
Sangat membantu,5,positif
mudah digunakan,5,positif
perbarui tingkatkan kaulitas. .,5,positif
ok,5,positif
apk ga guna bikin ribet,1,negatif
membantu banget,5,positif
"setelah perbaikan sistem di tanggal 1 mei, saya tidak bisa antri online ke poli rujukan.. kemana ini?",4,positif
"verifikasi lama bnget, apk g jelas",1,negatif
sudah oke,5,positif
mau periksa aja ribet.harus pakek aplikasi.iya kalau semua pada punya hp.kalau tidak punya hp gimana?kalau bisa pakek kartu bisa pakek hp juga bisa.masak daftar antri berobat aja pakek aplikasi.kalau gak punya quota gimana.kalau tiba tiba hpnya rusak gimana.pas kecelakaan trus hpnya rusak gimana.pemerinta gak mikir apa ya.dampaknya gimana.tong pihak BPJS jangan dibikin ribet.orang berobat saja di.buat ausah,1,negatif
mantap dan mempermudah segalanya,5,positif
lengkap dan mudah digunakan,5,positif
pelayanan baik cepat,5,positif
sangat bagus,5,positif
progres lebih baik,5,positif
mantul,5,positif
BAGUSS ESSIP,5,positif
"terima kasih jkn, prosesnya gmpang, no belibet",5,positif
bagus banget ges,5,positif
sangat membantu,4,positif
mantap mempermudah kita,5,positif
mantapp,5,positif
Mobile JKN sangat membantu sekali,5,positif
"NGAMPAS bet ni apk,otp gk ke kirim2 mau nungguin sampe tua juga gk berguna banget",1,negatif
oke,5,positif
"apk sampah, verifikasi wajah susah sekali",1,negatif
"Daftar aplikasi Jkn kok ribet yaa,tdi gw daftar ga bisa"" udh gw masukin no hp,kode otp dri sms gak muncul"", ribet amat ni aplikasi padhal yg kelola PEMERINTAH malah jadi sulit masyarakat urus bpjs,Maaf Bintang 1,gw laporin ke gmail terhadap apk banyak RUSAK dan gak puas",1,negatif
"terbaik, semua bisa melalui online",5,positif
informatif,5,positif
ok bgd,5,positif
"susah banget anjayyyyy verifikasi muka, selalu susah gagal mulu kirain cuman gw doang gataunya banyak hadeuhhhhh",1,negatif
"verifikasi nomor hp tidak masuk"" pdahal nomor sudah benar dan aktif",1,negatif
"gimana sih, mau daftar antrian aja gak bisa katanya blm ada rekam medis padahal udah ada rujukan lngsung dri RS dan udah tertera di apk TPI waktu milih antrian katanya gak bisa. sya aj hbis dirawat inap sana kg gak ada rekam medis",1,negatif
baikkkk sekali,5,positif
Mantap dan sukses,5,positif
terimakasih BPJS kesehatan,5,positif
cuma karna saya nolak anak saya di opname.diancem di hentikan BPJS nya ma rumasakit.kantornya juga asal hentikan gitu aja.palagi saya orang GX mampu.apa karna dapat bayaran besar dari rumasakit.sampe segitunya🥺.sekarang tiap priksa ke rumasakit antar anaku kontrol bayar.priksapun bayar.mana 400 ribu trus.,1,negatif
hallo apk tololl🥰🥰.. untuk verifikasi nya tolong di permudahkan ya... karna jaringan sinyal bagus😎 udah coba 4x tapi kode Verifikasinya gak ke kirim².. thanks🥰🙏,1,positif
"aplikasi formalitas, nunggu otp udah kaya nunggu apa, jelek",1,negatif
aplikasi payah kirim kode OTP SMS aja lamanya mnta ampun berkali-kali gagal ga dapat OTP padahal nomor bener,1,negatif
aplikasi sangat membantu,5,positif
Aplikasi bagus,5,positif
ok,5,positif
wey perbaiki lah ini apk... susah ny minta ampun,1,negatif
👍,5,positif
"Aplikasi cukup baik, tetapi masih perlu perbaikan sistem. Seperti sms otp tidak masuk jika tidak ada pulsa, mungkin bisa diperbanyak opsi untuk mendapatkan kode otp.",4,positif
"aplikasi apa ini, punya saya selalu keluar terus, sudah di daftar keluar lagi, karena saya butuh makanya saya pake, kalau gak butuh sudah di hapus sama aku",1,negatif
Alhamdulillah,5,positif
MANTABB 👌👌,5,positif
"buluk otp gak ke kirim"" mana kalo ngirim ulang nya sampe 300 detik.",1,negatif
ok trimakasi atas kemudahan dalam mengubah faskes,5,positif
good,5,positif
BPJS Kesehatan bagus bisa buat saling tolong menolong sesama,5,positif
sangat bermanfaat,5,positif
"APLIKASI GAK BERGUNA DIPAKAI GAK BISA WOOOOY , MAU LOG IN AJA CHAPCA MUTER TERUS PADAHAL SINYAL BANGUS BGT !!!!?",1,negatif
kurang respon perubahan,1,negatif
sangat memuaskan,5,positif
"Aplikasi nya kurang bagus menurut saya, karna aplikasi nya saat daftar tidak menerima kode verifikasi nya, apa kah harus pakai pulsa, kan membebani masyarakat,karna kan biasanya tanpa paket aplikasi lainnya",1,positif
"simpel, sangat memudahkan",5,positif
"Aplikasi buruk , mempersulit rakyat , kenaoa otp harus ada pulsa , dibikin gratis kan bisa , masa aplikasi pemerintah sangat jelek gini, jangan sampai rakyat bilang dana dikorupsi oleh jajarannya.",1,negatif
Good,5,positif
cukup baik,5,positif
"scan wajah gagal mulu padahal udah sesuai perintah, verisifikasi otp juga ga masuk masuk padahal ada pulsa HEYYY PERBAIKI DONGGG",1,negatif
Cepat dan mudah,5,positif
"izin berbagi info buat yang belum tau,, hp harus ada pulsanya dulu baru kode otp akan terkirim,,",5,positif
baru mendaftar semoga saja ini semakin mempermudah amin terimakasih Tuhan Yesus,5,positif
kenapa tidak bisa masuk ke JKN mobile,5,negatif
susah verivikasi wajah sekitar 25 menit nyoba ga ada hasilnya,1,negatif
kode otp ga terkirim gimana mau daftar,1,negatif
mantap,5,positif
sangat membantu saya dalam pendaftaran berobat,5,positif
sampah. loading gak bisa di buka,1,negatif
mantapppp,5,positif
LAMA BANGET VERIFIKASI SMS NYAAA GILAAA BUANG WAKTU!,1,negatif
mantab,5,positif
Layanan Sangat Memuaskan,5,positif
sering mengalami gangguan ketika daftar ke faskes 1,4,positif
aplikasi opo Iki otp gak masuk masuk,1,negatif
ok,5,positif
Good,5,positif
"aplikasi gak guna....cuma formalitas saja sarang korupsi gak akan buat pelayanan yang baik untuk masyarakat,yg penting dapat cuan",1,positif
kenapa jika ingin mendaftar jadwal tidak ditemukan,1,negatif
sngat memudahkan,5,positif
SAYA UDAH PAKE 5 NOMOR KARTU PRABAYAR AKTIF GAADA YANG DAPET KODE OTP NYA. BIKIN APLIKASI YANG BENER DONG!!!,1,negatif
verifikasi wajah agak lama...semoga lekas di perbarui,4,positif
"aplikasi MOBILE JKN buruk ,,captha tidak keluar padahal mau login",1,negatif
bagus,5,positif
Terimakasih Mobile JKN,5,positif
oke,5,positif
Sangat membantu,5,positif
mantap,5,positif
daftar faskes 1 eror,1,negatif
baik,5,positif
sangat membantu,5,positif
membantu sekali dan praktis,5,positif
top markotop,5,positif
bodoh sekali ini APK masa 3 hari mi sa coba belum terverifikasi jg data ku .. sampah kode OTP kagak ada yg masuk dongo... malah nyalahin jaringan... ini apk bukan mempermudah tapi mempersulit,1,positif
Sangat membantu,4,positif
"nice, sangat membantu",5,positif
mantap,5,positif
tingkatkan lagi,3,netral
"kirim kode verifikasi aja susah, kalau mau dibayar aktifin fiture berbayar susah amat",1,negatif
bagus,5,positif
ok,5,positif
buruk,1,negatif
cepet n respon,5,positif
daftar GK dpt kode otp.. hapus aja aplikasinya,1,negatif
"kenapa tidak bisa menghapus data peserta kelurga ,,padahal sudah pisah kk dan pindah tp masih tertera coba perbaiki sisytemnya ,ini kan sudah terhubung ke disdukcapil dan disos tp ko pendataannya masih eror",1,negatif
Kenapa ya kok kartu Bpjs saya aktif setelah itu non aktif lagi setelah itu aktif lagi berulang ulang,5,positif
Semoga selalu sehat terus,5,positif
mantul,5,positif
👍,5,positif
Mantap,5,positif
sudah daftar namun susah login berusaha login namun gagal melulu.padahal semua nomor nik dn pin pasword sudah benar.,2,negatif
aplikasi sampah,1,negatif
sangat membantu,5,positif
"niat kerja gak si sebenernya,??? verivikasi otp via sms dari kapan tahun gak bisa2,!!!!! KALO GAK MAU BIKIN APLIKASI YANG RIBET YA DI HILANGIN VERIVIKASI VIA SMS NYA DONG,,, MASAK APLIKASI UNTUK MASYARAKAT KAYAK BEGINI MODELANNYA,??? SEBENERNYA KALIAN BISA KERJA GAK SI,???? 😡😡🔥!!!!!!!!!!",1,negatif
bagus,5,positif
kenapa saya tidak bisa daftar dan gagal mengirim kode otp,2,negatif
mantap,5,positif
"benar kata orng² soal aplikasi ini, bukan mepermudah tpi malah menyusahkan masyarakat. saya dri pgi tdi nyoba trs tpi kode otp ny ga masuk², jngn bilang sinyal/ga ad kuota ya. mohon agar segera ditindak lanjutkan lagi🙏🏻",1,positif
"SMS ga kekirim kirim, gini nih kalo nyari pekerja lewat ordal yang ada pekerja nya ga teliti + males malesan. untuk kedepannya cari karyawan yang memang benar benar niat kerja agar masyarakat tidak kesulitan dalam menggunakan aplikasi ini",5,positif
oke,5,positif
ok,5,positif
"bagus,memudahkan segala pendaftaran",5,positif
Semoga mobile JKN sukses selalu Aamiin Allahuma Aamiin 🤲🤲,5,positif
aplikasi sampah..sy udah login kemarin udah masuk..eh tadi mau masuk apk ny suruh login lagi.,1,negatif
ok banget,5,positif
aplikasi ngawur! orang ga rawat inap bulan lalu kok ada informasi denda rawat inap yang belum di bayar bulan lalu?!,1,positif
"kanapa sekarang mau daftar ke puskesmas jadi sulit ya kog mesti masih proses terus meskipun Uda dftar berkali"" tetep aja gak bisa daftar",1,negatif
aplikasi sampah di minta kode verifikasi ngga di kirim kirim,1,negatif
"ini kenapa buat verifikasi kode otp ga bisa yaa, udah berkali kali gabisa",1,negatif
sangat membantu,5,positif
"makin lama aplikasi makin gak jelas!!! Rujukan masih berlaku, tapi di aplikasi hilang. jadi gak bisa daftar untuk berobat. PERBAIKILAH... JANGAN MENYUSAHKAN ORANG YANG MAU BEROBAT.",1,negatif
"MasyaAllah, dengan niat Dari Rakyat, Untuk Rakyat, dan kembali kepadq Rakyat ....Semoga Berkah selalu",5,positif
Aplikasi burik,1,negatif
ok,5,positif
"pas ferivikasi wajah susah, aplikasi sampah",1,negatif
keren,5,positif
"daftar aja sulit, sampah",1,negatif
"Aplikasi Rusak!! Issue critical gak fix""dari tahun lalu!!! Mau daftar aja gak bisa, kirim verifikasi OTP kg ada respon sama sekali sampe waktu tunggu abis baru datang kodenya. Pas switch dari aplikasi message/email ke app JKN langsung mulai dari awal lagi. Trus kapan selesainya ini proses pendaftaran kalo tiap pindah app langsung kembali ke dari awal lagi Mohon di perbaiki!!!",1,positif
Mantap tenan dah...,5,positif
ini mau login berapa kali pun tetap *anda blum verivikasi otp* aplikasi sampah sampai anak orang keburu mati baru bisa masuk,1,negatif
Mobile JKN sangat membantu masyarakat yg akan berobat,5,positif
bener² mempermudah segalanya,5,positif
layanan kesehatan yang bagus & sangat membantu kesehatan masyarakat..,5,positif
"bagus,sangat membantu",5,positif
coba dulu bintang 4 kalau bagus pelayanannya full bintang,4,positif
bagus dan memudahkan,5,positif
baik tp masih banyak yg harus diperbaiki lagi,4,positif
t*i banget...,1,negatif
jelek,1,negatif
"harusnya registrasi akun jangan bisa pake hp 1 orang satu, kalo anak2 ,/ usia lanjut harus memiliki no hp,, Ribet bangetblog",1,negatif
good,5,positif
mempermudah layanan di rumah sakit,5,positif
Mobile JKN sangat membantu,5,positif
sangat membantu,5,positif
oke,5,positif
apa2 harus ke JKN tp apa2 dipersulit... bayar tepat waktu tp selalu eror,1,negatif
"Aplikasi macam apa ini ga guna jir, verifikasi no di peraulit",1,negatif
👍,5,positif
"gimana sih verifikasi lewat nomor kagak muncul muncul ,katanya mempermudah ini menyusahkan",1,positif
"pesan cerifikasinya gk sampe sampe untuk registrasinya, mau verifikasi email dan no hp, untuk pengembang mohon di develop yang benar jangan buang buang anggaran kalau lelet seperti ini, bahlan saya ganti email dan no hpnya 2x lebih tetap ga masuk sms dan emailnya. Udah 2025 masih aja lelet diregistrasi simple",1,negatif
"Sering bangat erorrr aplikasi nya mau bayar tagihan gak bisa, gak ada tagihan, pas masuk bulan berikutnya malah jadi dobel bayarnya. terus kartu non aktif karena premi. pas bayar tetep kartu masih non aktif karena premi, harus nunggu lama.",1,negatif
"gajelas, udah lima kali nunggu kode otp tetep gak masuk, padahal nomernya juga udh bener",1,negatif
semoga pelayananya makit jossss,5,positif
gmnaa ni otp SMS tidak dikirim sudah nunggu lebih dari 1 jam padahal nomor aktif pulsa juga ada,1,negatif
sesuai,5,positif
"lebih mudah ganti password akun google, yang kode verifikasi nya bisa dikirim lagi dengan menunggu 10 detik saja. gak harus nunggu waktu 2 menit lebih. plus sampe sekarang kode verifikasi gak datang datang. kocak",1,positif
"APLIKASI SAMPAH, pengaduan gak gak bisa di submit..",1,negatif
Aplikasi Tolol Masa Tiba Tiba Ke Log Out pasword Ilang Ga Bisa Masuk Lagi Mana Mau Daftar Ulang Ribet Banyak Maunya Nunggu Kode Otp GK Muncul² aplikasi Sampah!!!! Mau Berobat Aja Susah Harus Pake Giniaan Keburu Orang Matii!!!! nunggu giniann!!!,1,negatif
ok,5,positif
apk menyengsarakan masyarakat,1,negatif
APLIKASI SAMPAH!!! NGIRIM VERIFIKASI KE NO.HP TAPI NGGAK PERNAH DAPET SMS!,1,negatif
SAMPAH..,1,negatif
Very good,5,positif
"aplikasi tolol, otp gagal terus haha",1,negatif
"Nunggu kode Verifikasi sejam ga muncul muncul, apk buat rakyat bukan malah bagus malah gajelas",2,positif
saya sangat kecewa dengan kebijakan login harus dadtar auto debit aplikadinya semakin hancur saja bukan semakin memudahkan,1,negatif
bagus,5,positif
sangat membantu,5,positif
responsif,5,positif
pengiriman kode otp nya lama sattt,3,netral
ok ....aplikasinya mantaf jaya namun kekurangannya pada pelayanan di puskesmasnya saja,5,positif
"mau daftar,, verifikasi gagal terus,,,",1,negatif
terima kasih banyak telah memudahkan dalam segala hal tentang kesehatan,5,positif
mantap,5,positif
aplikasi mobil jkn sangat membantu bagi saya dan keluarga terimakasih,5,positif
baik membantu sekali dalam mengurus bjs👍👍👍,5,positif
bagus,5,positif
mempermudah dalam layanan secara administrasi,5,positif
"apk buruk ga membantu.otp ga kekirim""susahnya jadi orang miskin woyyy",1,negatif
Kalau cepat habis,5,positif
Mantaaappp 👍👍👍,5,positif
saya mau bayar tunggakan dimana ya saya asli Brebes,5,positif
"ribed udah minta otp susah. sekarang daftar pin ga keluar"" malah login terus. app anjj",1,negatif
Semoga fitur makin banyak dan mudah diakses,5,positif
"aplikasi yg pake dana besar tp di korup ya gini ,ga berguna sama sekali , kaya aplikasi anak SD , ga informatif",1,negatif
apk gk guna,1,negatif
MantaB,5,positif
"𝘴𝘢𝘯𝘨𝘢𝘵 𝘮𝘦𝘮𝘣𝘢𝘯𝘵𝘶, 𝘭𝘦𝘣𝘪𝘩 𝘥𝘪𝘵𝘪𝘯𝘨𝘬𝘢𝘵𝘬𝘢𝘯 𝘭𝘢𝘨𝘪 𝘱𝘦𝘭𝘢𝘺𝘢𝘯𝘢𝘯 𝘺𝘢𝘯𝘨 𝘺𝘨 𝘮𝘦𝘳𝘪𝘯𝘨𝘢𝘯𝘬𝘢𝘯 𝘮𝘢𝘴𝘺𝘢𝘳𝘢𝘬𝘢𝘵 𝘣𝘦𝘳𝘪𝘬𝘶𝘵 𝘬𝘦𝘣𝘪𝘫𝘢𝘬𝘢𝘯𝘺𝘢 𝘫𝘶𝘨𝘢 𝘫𝘢𝘯𝘨𝘢𝘯 𝘮𝘦𝘮𝘣𝘦𝘳𝘢𝘵𝘬𝘢𝘯 𝘮𝘢𝘴𝘺𝘢𝘳𝘢𝘬𝘢𝘵, 𝘛𝘦𝘳𝘪𝘮𝘢 𝘒𝘢𝘴𝘪𝘩.",5,positif
cepat dan akurat,5,positif
smoga bisa membantu saya,5,positif
aplikasi sering keluar sendirii dan mencoba masuk menggunakan data yg pernah buat daftar tapi tidak bisa dan menggunakan data yg lain tetapi tetap tidak bisa,1,negatif
bagus,5,positif
aplikasi sangat buruk mau daptar aja ngk bisa padahal ini apk penting mohon di dioptimalkan. pembuatan apk ini biyaya besar tapi hasilnya kurang memuaskan.,1,negatif
"ini aplikasi mempersulit sekalih, coba perbaiki lagi dong, harus nya aplikasi ini sangat membantu orang sakit, ini malah mempersulit mau berobat lama prosesnya Loding terus keburu orang sakit itu di ambil tuhan",1,positif
"aplikasi gila,susah sekali buat login,dan pitur² selalu sulit masuk",1,negatif
Pelayanannya sangat baik,5,positif
Minta update lagi update lagi,1,negatif
"Apa Kalian ini tidak ada niatan mau memperbaiki aplikasi ini? Orang pake aplikasi tujuannya mempermudah, bukan malah tambah ruwet kaya gini !! mau log in susah amat, mau ganti password aja g bisa,, woooyyy !!",1,negatif
"knp sy tidak mendaftarkan anak sy secara online, semakin ksni sy rasa semakin menyulitkan",2,negatif
"aplikasi macam apa ini, login gak bisa2. ditolak terus.",1,negatif
sangat membantu,5,positif
aplikasi sampah,1,negatif
klo banyak keluhan ya diperbaiki lah jangan cuma bisa mohon maaf aja. ini aplikasi milik pemerintah cacat semua kayaknya ya.,1,positif
lanjut,5,positif
ok,4,positif
aplikasi yang bagus dan,5,positif
jkn keren moga tambah lancar jaya n berkah,5,positif
sangat membantu,5,positif
puas puas puas banget,5,positif
"ini aplikasi kenapa harus bener izin akses isi smartphone saya, privasi pak/bu hati-hati",1,negatif
